2023-05-29 11:06:39,841 INFO: 加载预训练的ResNet模型
2023-05-29 11:06:40,314 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 11:06:41,837 INFO: 定义损失函数和优化器
2023-05-29 11:06:41,838 INFO: 定义数据预处理
2023-05-29 11:06:41,838 INFO: 加载训练集和测试集
2023-05-29 11:06:43,486 INFO: 开始训练
2023-05-29 11:07:33,571 INFO: Epoch 1/15, Loss: 1.1054706339910865
2023-05-29 11:07:33,574 INFO: Epoch 1 elapsed time: 50085.7578125 ms, energy Usage: 3377.339 J
2023-05-29 11:08:22,138 INFO: Epoch 2/15, Loss: 0.6023349047793994
2023-05-29 11:08:22,141 INFO: Epoch 2 elapsed time: 48564.63671875 ms, energy Usage: 3335.224 J
2023-05-29 11:09:10,569 INFO: Epoch 3/15, Loss: 0.4218009890832355
2023-05-29 11:09:10,572 INFO: Epoch 3 elapsed time: 48427.98828125 ms, energy Usage: 3331.657 J
2023-05-29 11:09:59,020 INFO: Epoch 4/15, Loss: 0.30285292355223337
2023-05-29 11:09:59,022 INFO: Epoch 4 elapsed time: 48448.28125 ms, energy Usage: 3324.414 J
2023-05-29 11:10:47,485 INFO: Epoch 5/15, Loss: 0.2142395624272425
2023-05-29 11:10:47,488 INFO: Epoch 5 elapsed time: 48463.5625 ms, energy Usage: 3322.864 J
2023-05-29 11:11:35,979 INFO: Epoch 6/15, Loss: 0.1550640383632812
2023-05-29 11:11:35,982 INFO: Epoch 6 elapsed time: 48491.13671875 ms, energy Usage: 3326.102 J
2023-05-29 11:12:24,252 INFO: Epoch 7/15, Loss: 0.12239300999558046
2023-05-29 11:12:24,255 INFO: Epoch 7 elapsed time: 48270.5234375 ms, energy Usage: 3273.741 J
2023-05-29 11:13:11,988 INFO: Epoch 8/15, Loss: 0.09822262580249094
2023-05-29 11:13:11,991 INFO: Epoch 8 elapsed time: 47734.05859375 ms, energy Usage: 3121.527 J
2023-05-29 11:13:59,711 INFO: Epoch 9/15, Loss: 0.07694698518046171
2023-05-29 11:13:59,714 INFO: Epoch 9 elapsed time: 47720.08203125 ms, energy Usage: 3102.824 J
2023-05-29 11:14:47,435 INFO: Epoch 10/15, Loss: 0.06406526517102724
2023-05-29 11:14:47,438 INFO: Epoch 10 elapsed time: 47721.8203125 ms, energy Usage: 3104.449 J
2023-05-29 11:15:35,070 INFO: Epoch 11/15, Loss: 0.057890396014702646
2023-05-29 11:15:35,073 INFO: Epoch 11 elapsed time: 47632.41015625 ms, energy Usage: 3091.732 J
2023-05-29 11:16:22,704 INFO: Epoch 12/15, Loss: 0.04965235904151555
2023-05-29 11:16:22,709 INFO: Epoch 12 elapsed time: 47632.26171875 ms, energy Usage: 3075.747 J
2023-05-29 11:17:10,415 INFO: Epoch 13/15, Loss: 0.04631952851696711
2023-05-29 11:17:10,419 INFO: Epoch 13 elapsed time: 47707.0625 ms, energy Usage: 3099.635 J
2023-05-29 11:17:58,268 INFO: Epoch 14/15, Loss: 0.04909781451261515
2023-05-29 11:17:58,271 INFO: Epoch 14 elapsed time: 47849.30859375 ms, energy Usage: 3127.746 J
2023-05-29 11:18:46,218 INFO: Epoch 15/15, Loss: 0.03686135772532475
2023-05-29 11:18:46,221 INFO: Epoch 15 elapsed time: 47947.28125 ms, energy Usage: 3179.903 J
2023-05-29 11:18:46,223 INFO: Total energy Usage: 48194.904 J
