2023-05-29 14:35:36,694 INFO: 加载预训练的ResNet模型
2023-05-29 14:35:37,159 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 14:35:38,702 INFO: 定义损失函数和优化器
2023-05-29 14:35:38,703 INFO: 定义数据预处理
2023-05-29 14:35:38,703 INFO: 加载训练集和测试集
2023-05-29 14:35:43,612 INFO: 开始训练
2023-05-29 14:36:19,150 INFO: Epoch 1/20, Loss: 2.3511776679601426
2023-05-29 14:36:19,153 INFO: Epoch 1 elapsed time: 35538.234375 ms, energy Usage: 2125.747 J
2023-05-29 14:36:53,238 INFO: Epoch 2/20, Loss: 2.2880434684264355
2023-05-29 14:36:53,241 INFO: Epoch 2 elapsed time: 34085.63671875 ms, energy Usage: 2105.868 J
2023-05-29 14:37:27,436 INFO: Epoch 3/20, Loss: 2.239294360234187
2023-05-29 14:37:27,438 INFO: Epoch 3 elapsed time: 34195.171875 ms, energy Usage: 2115.959 J
2023-05-29 14:38:01,838 INFO: Epoch 4/20, Loss: 2.195037858914106
2023-05-29 14:38:01,841 INFO: Epoch 4 elapsed time: 34399.69921875 ms, energy Usage: 2137.353 J
2023-05-29 14:38:36,295 INFO: Epoch 5/20, Loss: 2.152916799447475
2023-05-29 14:38:36,298 INFO: Epoch 5 elapsed time: 34454.68359375 ms, energy Usage: 2152.305 J
2023-05-29 14:39:11,007 INFO: Epoch 6/20, Loss: 2.1120558897654216
2023-05-29 14:39:11,009 INFO: Epoch 6 elapsed time: 34708.98828125 ms, energy Usage: 2177.167 J
2023-05-29 14:39:46,004 INFO: Epoch 7/20, Loss: 2.07191797158657
2023-05-29 14:39:46,007 INFO: Epoch 7 elapsed time: 34994.79296875 ms, energy Usage: 2221.237 J
2023-05-29 14:40:21,524 INFO: Epoch 8/20, Loss: 2.0321335462423473
2023-05-29 14:40:21,529 INFO: Epoch 8 elapsed time: 35517.63671875 ms, energy Usage: 2286.845 J
2023-05-29 14:40:57,567 INFO: Epoch 9/20, Loss: 1.9925550344662788
2023-05-29 14:40:57,570 INFO: Epoch 9 elapsed time: 36038.50390625 ms, energy Usage: 2323.069 J
2023-05-29 14:41:34,006 INFO: Epoch 10/20, Loss: 1.9531626334557166
2023-05-29 14:41:34,009 INFO: Epoch 10 elapsed time: 36436.22265625 ms, energy Usage: 2376.864 J
2023-05-29 14:42:10,758 INFO: Epoch 11/20, Loss: 1.9141200273464887
2023-05-29 14:42:10,761 INFO: Epoch 11 elapsed time: 36749.51953125 ms, energy Usage: 2403.493 J
2023-05-29 14:42:47,294 INFO: Epoch 12/20, Loss: 1.8755553245544434
2023-05-29 14:42:47,296 INFO: Epoch 12 elapsed time: 36532.87109375 ms, energy Usage: 2384.098 J
2023-05-29 14:43:23,714 INFO: Epoch 13/20, Loss: 1.8375421713560056
2023-05-29 14:43:23,717 INFO: Epoch 13 elapsed time: 36417.94140625 ms, energy Usage: 2363.014 J
2023-05-29 14:44:00,143 INFO: Epoch 14/20, Loss: 1.8002390305201212
2023-05-29 14:44:00,146 INFO: Epoch 14 elapsed time: 36426.640625 ms, energy Usage: 2376.442 J
2023-05-29 14:44:36,889 INFO: Epoch 15/20, Loss: 1.7636443566053341
2023-05-29 14:44:36,898 INFO: Epoch 15 elapsed time: 36743.6953125 ms, energy Usage: 2401.101 J
2023-05-29 14:45:13,334 INFO: Epoch 16/20, Loss: 1.727888497328147
2023-05-29 14:45:13,341 INFO: Epoch 16 elapsed time: 36436.5859375 ms, energy Usage: 2372.481 J
2023-05-29 14:45:49,851 INFO: Epoch 17/20, Loss: 1.6929891445697882
2023-05-29 14:45:49,860 INFO: Epoch 17 elapsed time: 36510.140625 ms, energy Usage: 2368.914 J
2023-05-29 14:46:26,626 INFO: Epoch 18/20, Loss: 1.6589684614768394
2023-05-29 14:46:26,629 INFO: Epoch 18 elapsed time: 36766.765625 ms, energy Usage: 2397.677 J
2023-05-29 14:47:02,372 INFO: Epoch 19/20, Loss: 1.6258367403959617
2023-05-29 14:47:02,375 INFO: Epoch 19 elapsed time: 35743.29296875 ms, energy Usage: 2288.665 J
2023-05-29 14:47:37,085 INFO: Epoch 20/20, Loss: 1.5935860970081428
2023-05-29 14:47:37,088 INFO: Epoch 20 elapsed time: 34710.52734375 ms, energy Usage: 2179.56 J
2023-05-29 14:47:37,091 INFO: Total energy Usage: 45564.583 J
