2023-05-29 15:14:00,365 INFO: 加载预训练的ResNet模型
2023-05-29 15:14:00,816 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 15:14:02,337 INFO: 定义损失函数和优化器
2023-05-29 15:14:02,338 INFO: 定义数据预处理
2023-05-29 15:14:02,338 INFO: 加载训练集和测试集
2023-05-29 15:14:03,973 INFO: 开始训练
2023-05-29 15:14:58,845 INFO: Epoch 1/20, Loss: 2.355346332910733
2023-05-29 15:14:58,848 INFO: Epoch 1 elapsed time: 54872.92578125 ms, energy Usage: 3711.396 J
2023-05-29 15:15:52,071 INFO: Epoch 2/20, Loss: 2.290629614010835
2023-05-29 15:15:52,074 INFO: Epoch 2 elapsed time: 53223.2578125 ms, energy Usage: 3669.018 J
2023-05-29 15:16:45,092 INFO: Epoch 3/20, Loss: 2.238820179609152
2023-05-29 15:16:45,094 INFO: Epoch 3 elapsed time: 53018.21484375 ms, energy Usage: 3642.041 J
2023-05-29 15:17:38,414 INFO: Epoch 4/20, Loss: 2.192159964488103
2023-05-29 15:17:38,422 INFO: Epoch 4 elapsed time: 53320.3515625 ms, energy Usage: 3670.218 J
2023-05-29 15:18:31,584 INFO: Epoch 5/20, Loss: 2.148732067682804
2023-05-29 15:18:31,587 INFO: Epoch 5 elapsed time: 53162.81640625 ms, energy Usage: 3666.946 J
2023-05-29 15:19:24,482 INFO: Epoch 6/20, Loss: 2.107588031200262
2023-05-29 15:19:24,491 INFO: Epoch 6 elapsed time: 52895.890625 ms, energy Usage: 3612.386 J
2023-05-29 15:20:17,468 INFO: Epoch 7/20, Loss: 2.068140583542677
2023-05-29 15:20:17,475 INFO: Epoch 7 elapsed time: 52977.66015625 ms, energy Usage: 3636.401 J
2023-05-29 15:21:10,132 INFO: Epoch 8/20, Loss: 2.0300079735425802
2023-05-29 15:21:10,135 INFO: Epoch 8 elapsed time: 52657.92578125 ms, energy Usage: 3626.013 J
2023-05-29 15:22:02,936 INFO: Epoch 9/20, Loss: 1.9929564197858174
2023-05-29 15:22:02,939 INFO: Epoch 9 elapsed time: 52801.8984375 ms, energy Usage: 3634.433 J
2023-05-29 15:22:55,589 INFO: Epoch 10/20, Loss: 1.956815934028381
2023-05-29 15:22:55,593 INFO: Epoch 10 elapsed time: 52649.96484375 ms, energy Usage: 3607.363 J
2023-05-29 15:23:48,178 INFO: Epoch 11/20, Loss: 1.9214614622103863
2023-05-29 15:23:48,186 INFO: Epoch 11 elapsed time: 52584.90234375 ms, energy Usage: 3629.733 J
2023-05-29 15:24:41,174 INFO: Epoch 12/20, Loss: 1.8868749330441157
2023-05-29 15:24:41,179 INFO: Epoch 12 elapsed time: 52988.38671875 ms, energy Usage: 3658.438 J
2023-05-29 15:25:33,793 INFO: Epoch 13/20, Loss: 1.853009973733853
2023-05-29 15:25:33,796 INFO: Epoch 13 elapsed time: 52614.66796875 ms, energy Usage: 3625.548 J
2023-05-29 15:26:26,592 INFO: Epoch 14/20, Loss: 1.8198055111444913
2023-05-29 15:26:26,594 INFO: Epoch 14 elapsed time: 52796.1171875 ms, energy Usage: 3634.698 J
2023-05-29 15:27:19,373 INFO: Epoch 15/20, Loss: 1.7873120122995132
2023-05-29 15:27:19,376 INFO: Epoch 15 elapsed time: 52779.05078125 ms, energy Usage: 3614.718 J
2023-05-29 15:28:12,063 INFO: Epoch 16/20, Loss: 1.7555477425838129
2023-05-29 15:28:12,066 INFO: Epoch 16 elapsed time: 52687.8828125 ms, energy Usage: 3619.559 J
2023-05-29 15:29:04,655 INFO: Epoch 17/20, Loss: 1.7244519863373193
2023-05-29 15:29:04,662 INFO: Epoch 17 elapsed time: 52589.31640625 ms, energy Usage: 3611.448 J
2023-05-29 15:29:57,357 INFO: Epoch 18/20, Loss: 1.6940459327820019
2023-05-29 15:29:57,360 INFO: Epoch 18 elapsed time: 52695.68359375 ms, energy Usage: 3619.204 J
2023-05-29 15:30:50,187 INFO: Epoch 19/20, Loss: 1.6643554753982104
2023-05-29 15:30:50,196 INFO: Epoch 19 elapsed time: 52827.24609375 ms, energy Usage: 3634.632 J
2023-05-29 15:31:43,078 INFO: Epoch 20/20, Loss: 1.635394685390668
2023-05-29 15:31:43,080 INFO: Epoch 20 elapsed time: 52882.1015625 ms, energy Usage: 3620.638 J
2023-05-29 15:31:43,088 INFO: Total energy Usage: 72744.831 J
