2023-05-29 10:30:19,119 INFO: 加载预训练的ResNet模型
2023-05-29 10:30:19,588 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 10:30:21,099 INFO: 定义损失函数和优化器
2023-05-29 10:30:21,100 INFO: 定义数据预处理
2023-05-29 10:30:21,100 INFO: 加载训练集和测试集
2023-05-29 10:30:22,745 INFO: 开始训练
2023-05-29 10:31:11,809 INFO: Epoch 1/15, Loss: 1.0882247143728339
2023-05-29 10:31:11,812 INFO: Epoch 1 elapsed time: 49064.12890625 ms, energy Usage: 3276.556 J
2023-05-29 10:31:58,439 INFO: Epoch 2/15, Loss: 0.5915969006922179
2023-05-29 10:31:58,441 INFO: Epoch 2 elapsed time: 46627.55078125 ms, energy Usage: 3075.792 J
2023-05-29 10:32:44,938 INFO: Epoch 3/15, Loss: 0.4167616206792708
2023-05-29 10:32:44,940 INFO: Epoch 3 elapsed time: 46496.4765625 ms, energy Usage: 3027.017 J
2023-05-29 10:33:31,523 INFO: Epoch 4/15, Loss: 0.29342093481011905
2023-05-29 10:33:31,526 INFO: Epoch 4 elapsed time: 46583.37109375 ms, energy Usage: 3028.798 J
2023-05-29 10:34:18,035 INFO: Epoch 5/15, Loss: 0.20920521905020079
2023-05-29 10:34:18,038 INFO: Epoch 5 elapsed time: 46509.4453125 ms, energy Usage: 3027.51 J
2023-05-29 10:35:04,596 INFO: Epoch 6/15, Loss: 0.15791250177392746
2023-05-29 10:35:04,599 INFO: Epoch 6 elapsed time: 46558.63671875 ms, energy Usage: 3055.907 J
2023-05-29 10:35:51,307 INFO: Epoch 7/15, Loss: 0.11900415746834765
2023-05-29 10:35:51,313 INFO: Epoch 7 elapsed time: 46708.0546875 ms, energy Usage: 3096.679 J
2023-05-29 10:36:38,258 INFO: Epoch 8/15, Loss: 0.09792160363397152
2023-05-29 10:36:38,261 INFO: Epoch 8 elapsed time: 46944.79296875 ms, energy Usage: 3158.674 J
2023-05-29 10:37:25,750 INFO: Epoch 9/15, Loss: 0.0784677531703072
2023-05-29 10:37:25,753 INFO: Epoch 9 elapsed time: 47490.2265625 ms, energy Usage: 3256.698 J
2023-05-29 10:38:13,568 INFO: Epoch 10/15, Loss: 0.0651501632447939
2023-05-29 10:38:13,579 INFO: Epoch 10 elapsed time: 47815.7265625 ms, energy Usage: 3285.758 J
2023-05-29 10:39:00,652 INFO: Epoch 11/15, Loss: 0.0569104002007347
2023-05-29 10:39:00,655 INFO: Epoch 11 elapsed time: 47074.078125 ms, energy Usage: 3111.878 J
2023-05-29 10:39:47,437 INFO: Epoch 12/15, Loss: 0.050305048320899756
2023-05-29 10:39:47,441 INFO: Epoch 12 elapsed time: 46781.75390625 ms, energy Usage: 3054.697 J
2023-05-29 10:40:34,156 INFO: Epoch 13/15, Loss: 0.04652897056945322
2023-05-29 10:40:34,160 INFO: Epoch 13 elapsed time: 46715.48828125 ms, energy Usage: 3037.111 J
2023-05-29 10:41:20,934 INFO: Epoch 14/15, Loss: 0.03947189768864335
2023-05-29 10:41:20,936 INFO: Epoch 14 elapsed time: 46773.81640625 ms, energy Usage: 3057.223 J
2023-05-29 10:42:07,770 INFO: Epoch 15/15, Loss: 0.037551151538916916
2023-05-29 10:42:07,774 INFO: Epoch 15 elapsed time: 46833.8046875 ms, energy Usage: 3081.393 J
2023-05-29 10:42:07,777 INFO: Total energy Usage: 46638.368 J
