# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     3     0     0     0   877   600
    0    26    27    25     4     0     0     0   877   600
    0    26    27    25     3     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    26    27    25     0     0     0     0   877   600
    0    53    27    26    96    13     0     0   877   600
    0   100    28    26    24     6     0     0   877   600
    0    26    27    25    57     7     0     0   877   600
    0    28    28    27   100    12     0     0   877   600
    0    70    28    26    36     7     0     0   877   600
    0    67    27    26    46     6     0     0   877   600
    0    26    28    26   100    11     0     0   877   600
    0    68    28    27    32     7     0     0   877   600
    0    61    28    26    49     6     0     0   877   600
    0    26    28    26   100    11     0     0   877   600
    0    72    28    26    47     9     0     0   877   600
    0    99    28    27    34     5     0     0   877   600
    0    26    28    26   100    12     0     0   877   600
    0    30    28    27    62    11     0     0   877   600
    0    75    29    27    19     4     0     0   877   600
    0    68    28    26    90    12     0     0   877   600
    0    26    28    27    59     7     0     0   877   600
    0    71    28    27   100    12     0     0   877   600
    0    91    28    27    36     7     0     0   877   600
    0    26    28    26    45     6     0     0   877   600
    0    44    28    27   100    11     0     0   877   600
    0   101    29    27    49     9     0     0   877   600
    0    60    28    26    33     5     0     0   877   600
    0    27    28    27   100    12     0     0   877   600
    0    74    29    27    61    11     0     0   877   600
    0    71    28    28    20     4     0     0   877   600
    0    26    28    26    90    12     0     0   877   600
    0    67    29    27    75    12     0     0   877   600
    0   100    29    27    12     4     0     0   877   600
    0    26    28    26    73     9     0     0   877   600
    0    28    28    27    93    14     0     0   877   600
    0    63    29    27    25     6     0     0   877   600
