# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    40    41    39    23     3     0     0   877  1305
    0    39    41    38     0     0     0     0   877  1305
    0    39    41    38     0     0     0     0   877  1305
    0    39    41    38     0     0     0     0   877  1305
    0    39    41    38     0     0     0     0   877  1305
    0    39    40    38     0     0     0     0   877  1305
    0    39    40    37     0     0     0     0   877  1305
    0    39    40    37     1     0     0     0   877  1305
    0    39    40    37     3     0     0     0   877  1305
    0    39    40    37     4     0     0     0   877  1305
    0    39    40    37     0     0     0     0   877  1305
    0    39    40    37     0     0     0     0   877  1305
    0   121    40    37    18     5     0     0   877  1305
    0   127    41    39    27     7     0     0   877  1305
    0   135    41    40    24     6     0     0   877  1305
    0   163    42    40    22     6     0     0   877  1305
    0   174    42    40    17     5     0     0   877  1305
    0   125    42    40    28     7     0     0   877  1305
    0   125    41    40    24     6     0     0   877  1305
    0   174    42    40    19     5     0     0   877  1305
    0   199    42    40    16     5     0     0   877  1305
    0   221    42    40    15     7     0     0   877  1305
    0   235    43    41    16     8     0     0   877  1305
    0   217    43    41    16     7     0     0   877  1305
    0   167    43    41    21     8     0     0   877  1305
    0   175    43    41    27    10     0     0   877  1305
    0   198    43    40    38    13     0     0   877  1305
    0   175    43    40    47    14     0     0   877  1305
    0   155    43    41    51    15     0     0   877  1305
    0   109    44    40    57    16     0     0   877  1305
    0    79    43    41    62    19     0     0   877  1305
    0    60    42    41    64    19     0     0   877  1305
    0    50    43    40    64    19     0     0   877  1305
    0    45    42    40    64    19     0     0   877  1305
    0    43    43    40    64    19     0     0   877  1305
    0    41    42    40    64    19     0     0   877  1305
    0   129    42    38    12     6     0     0   877  1305
    0   171    43    41    15     8     0     0   877  1305
    0   208    43    41    15     7     0     0   877  1305
    0   227    44    41    18     7     0     0   877  1305
    0   238    43    41    22     8     0     0   877  1305
    0   212    44    42    28    10     0     0   877  1305
    0   171    44    42    32    11     0     0   877  1305
    0   203    44    42    37    13     0     0   877  1305
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0   174    44    42    41    13     0     0   877  1305
    0   161    44    42    46    14     0     0   877  1305
    0   124    44    41    51    14     0     0   877  1305
    0    84    44    42    55    16     0     0   877  1305
    0    64    43    42    59    17     0     0   877  1305
    0    52    43    40    64    19     0     0   877  1305
    0    46    43    40    64    19     0     0   877  1305
    0    43    43    40    64    19     0     0   877  1305
    0    41    43    40    64    19     0     0   877  1305
    0    41    43    40    64    19     0     0   877  1305
    0    41    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    62    18     0     0   877  1305
    0    40    43    39    56    15     0     0   877  1305
    0    40    42    40    50    13     0     0   877  1305
    0   164    44    41    55    15     0     0   877  1305
    0   157    44    41    39    13     0     0   877  1305
    0   121    44    41    45    14     0     0   877  1305
    0    74    43    42    50    14     0     0   877  1305
    0    57    44    42    55    16     0     0   877  1305
    0    47    43    40    61    18     0     0   877  1305
    0    44    43    40    64    19     0     0   877  1305
    0    42    43    40    64    19     0     0   877  1305
    0    41    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    62    18     0     0   877  1305
    0    40    43    39    58    15     0     0   877  1305
    0    40    43    39    55    14     0     0   877  1305
    0    40    43    39    52    14     0     0   877  1305
    0    40    43    40    64    19     0     0   877  1305
    0    40    43    40    60    16     0     0   877  1305
    0    40    43    40    55    14     0     0   877  1305
    0    49    43    40    50    13     0     0   877  1305
    0   102    43    39    46    12     0     0   877  1305
    0   126    43    42    40    11     0     0   877  1305
    0   151    43    42    35     9     0     0   877  1305
    0   193    43    41    30     8     0     0   877  1305
