# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    54    45    42     1     0     0     0   877  1530
    0    51    44    41     0     0     0     0   877  1530
    0    51    44    41     0     0     0     0   877  1530
    0    50    44    40     0     0     0     0   877  1530
    0    50    43    40     0     0     0     0   877  1530
    0    50    43    40     0     0     0     0   877  1530
    0    50    43    40     0     0     0     0   877  1530
    0    50    43    40     8     1     0     0   877  1530
    0    50    43    39     3     0     0     0   877  1530
    0    50    43    39     3     0     0     0   877  1530
    0    50    43    39     0     0     0     0   877  1530
    0    50    42    39     0     0     0     0   877  1530
    0   248    45    42    23     7     0     0   877  1515
    0    62    45    41    24     9     0     0   877  1522
    0    50    44    40    57    20     0     0   877  1522
    0   162    44    40    57    20     0     0   877  1530
    0   329    46    43    27     8     0     0   877  1530
    0    94    45    44    16     8     0     0   877  1507
    0    51    45    42    49    16     0     0   877  1522
    0    57    44    41    57    20     0     0   877  1530
    0   247    47    44    33    10     0     0   877  1515
    0    60    45    42    22     9     0     0   877  1522
    0    51    45    41    57    20     0     0   877  1530
    0   181    45    43    57    20     0     0   877  1530
    0   228    47    43    22     6     0     0   877  1492
    0    53    45    42    32    12     0     0   877  1522
    0    51    45    42    57    20     0     0   877  1530
    0   283    46    43    50    15     0     0   877  1530
    0   139    47    44    17     9     0     0   877  1515
    0    51    46    42    43    14     0     0   877  1522
    0    51    45    41    57    20     0     0   877  1530
    0   305    47    44    40    12     0     0   877  1470
    0    69    46    44    17     8     0     0   877  1522
    0    51    45    42    52    17     0     0   877  1522
    0   162    45    41    57    20     0     0   877  1530
    0    52    45    42    47    15     0     0   877  1530
    0    98    45    41    57    20     0     0   877  1530
    0   241    47    44    36    11     0     0   877  1485
    0    63    46    43    18     8     0     0   877  1522
    0    51    45    42    55    19     0     0   877  1530
    0   165    45    41    57    19     0     0   877  1530
    0   262    47    44    24     7     0     0   877  1507
    0    56    46    42    32    12     0     0   877  1522
    0    51    45    41    57    19     0     0   877  1530
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0   228    45    43    41    12     0     0   877  1530
    0   236    47    43    18     8     0     0   877  1522
    0    53    45    43    56    19     0     0   877  1530
    0    51    45    41    57    20     0     0   877  1530
    0   297    47    43    26     8     0     0   877  1530
    0   138    47    43    28    11     0     0   877  1515
    0    52    45    42    57    20     0     0   877  1522
    0    51    45    41    55    18     0     0   877  1530
    0   338    47    44    18     5     0     0   877  1530
    0   100    47    44    32    12     0     0   877  1515
    0    51    45    42    57    20     0     0   877  1530
    0    75    45    41    51    15     0     0   877  1530
    0   255    48    44    16     7     0     0   877  1470
    0    65    46    43    39    14     0     0   877  1515
    0   332    47    44    21     6     0     0   877  1507
    0    90    46    44    31    12     0     0   877  1530
    0    52    46    43    57    20     0     0   877  1530
    0    97    45    42    51    15     0     0   877  1530
    0   242    48    44    16     7     0     0   877  1492
    0    62    46    43    40    14     0     0   877  1522
    0    51    46    42    57    20     0     0   877  1530
    0   154    46    42    48    14     0     0   877  1530
    0   273    48    45    16     8     0     0   877  1507
    0    58    47    44    42    14     0     0   877  1522
    0    52    46    42    57    20     0     0   877  1530
    0   216    46    44    39    12     0     0   877  1530
    0   213    48    44    17     7     0     0   877  1477
    0    53    47    44    52    17     0     0   877  1522
    0    51    46    42    57    20     0     0   877  1530
    0   166    46    42    44    13     0     0   877  1530
    0   238    48    45    16     8     0     0   877  1485
    0    55    46    43    44    14     0     0   877  1522
    0    52    46    42    57    20     0     0   877  1530
    0   241    47    44    39    12     0     0   877  1530
    0   196    48    45    16     7     0     0   877  1522
    0    53    46    44    51    17     0     0   877  1530
    0    51    46    42    57    20     0     0   877  1530
    0    52    45    41     0     0     0     0   877  1530
