# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    32    39    36     4     0     0     0   877  1005
    0    31    39    36     0     0     0     0   877  1005
    0    31    39    36     0     0     0     0   877  1005
    0    31    39    35     0     0     0     0   877  1005
    0    31    39    35     0     0     0     0   877  1005
    0    31    38    35     0     0     0     0   877  1005
    0    30    38    35     0     0     0     0   877  1005
    0    31    38    35     5     0     0     0   877  1005
    0    31    38    35     1     0     0     0   877  1005
    0    30    38    35     4     0     0     0   877  1005
    0    31    38    35     0     0     0     0   877  1005
    0    30    38    35     0     0     0     0   877  1005
    0    85    38    35    42     9     0     0   877  1005
    0    31    39    36    76    18     0     0   877  1005
    0   110    40    37    23     7     0     0   877  1005
    0    80    39    36    48    10     0     0   877  1005
    0    31    39    37    72    17     0     0   877  1005
    0   122    40    38    17     7     0     0   877  1005
    0    31    39    36    64    13     0     0   877  1005
    0    32    39    37    64    15     0     0   877  1005
    0   104    40    39    17     7     0     0   877  1005
    0    31    39    36    62    13     0     0   877  1005
    0    32    39    37    65    15     0     0   877  1005
    0   105    41    38    17     7     0     0   877  1005
    0    74    39    36    56    12     0     0   877  1005
    0    31    40    37    74    17     0     0   877  1005
    0   119    40    38    23     7     0     0   877  1005
    0    81    39    37    43     9     0     0   877  1005
    0    31    40    37    79    19     0     0   877  1005
    0   109    41    38    38    11     0     0   877  1005
    0    87    40    38    33     7     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0   108    41    38    40    11     0     0   877  1005
    0    86    40    38    30     6     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0   102    41    38    43    12     0     0   877  1005
    0   117    40    38    26     6     0     0   877  1005
    0    31    40    37    77    18     0     0   877  1005
    0    69    41    39    50    13     0     0   877  1005
    0    35    40    37    67    16     0     0   877  1005
    0   123    40    39    17     7     0     0   877  1005
    0    31    40    37    52    11     0     0   877  1005
    0    32    40    37    75    18     0     0   877  1005
    0   103    41    39    22     7     0     0   877  1005
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    78    40    37    47    10     0     0   877  1005
    0    31    40    38    80    19     0     0   877  1005
    0   105    41    38    31     9     0     0   877  1005
    0    86    40    38    37     8     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0    95    41    38    38    11     0     0   877  1005
    0   118    40    38    31     6     0     0   877  1005
    0    31    40    37    80    19     0     0   877  1005
    0    61    41    38    45    12     0     0   877  1005
    0   144    41    39    24     5     0     0   877  1005
    0    31    40    37    78    18     0     0   877  1005
    0    40    40    38    50    13     0     0   877  1005
    0   150    41    39    20     5     0     0   877  1005
    0    31    40    37    72    15     0     0   877  1005
    0    35    40    38    56    14     0     0   877  1005
    0   133    41    39    17     7     0     0   877  1005
    0    31    40    37    65    14     0     0   877  1005
    0    32    40    37    63    14     0     0   877  1005
    0   106    41    39    17     7     0     0   877  1005
    0    74    40    37    59    13     0     0   877  1005
    0    32    40    38    68    16     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0    88    41    39    30     9     0     0   877  1005
    0   129    40    38    39     8     0     0   877  1005
    0    31    40    37    80    19     0     0   877  1005
    0    50    41    39    37    10     0     0   877  1005
    0   146    41    39    32     7     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0    38    40    38    43    12     0     0   877  1005
    0   151    41    39    27     6     0     0   877  1005
    0    31    40    37    80    19     0     0   877  1005
    0    34    40    38    49    13     0     0   877  1005
    0   112    41    39    21     5     0     0   877  1005
    0    42    40    37    72    15     0     0   877  1005
    0    33    40    38    51    13     0     0   877  1005
    0   101    41    39    18     5     0     0   877  1005
    0    61    40    37    71    15     0     0   877  1005
    0    32    40    38    57    14     0     0   877  1005
    0   121    41    39    17     7     0     0   877  1005
    0    31    40    37    79    19     0     0   877  1005
    0    33    40    38    48    13     0     0   877  1005
    0   101    41    39    21     5     0     0   877  1005
    0    31    40    37    74    16     0     0   877  1005
    0    34    40    38    42    12     0     0   877  1005
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0   128    41    39    27     6     0     0   877  1005
    0    31    40    37    80    20     0     0   877  1005
    0    33    40    38    50    13     0     0   877  1005
    0   102    41    39    17     5     0     0   877  1005
