# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    37    40    38     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    37     0     0     0     0   877  1200
    0    36    40    36     9     1     0     0   877  1200
    0    36    40    36     6     0     0     0   877  1200
    0    36    40    36     3     0     0     0   877  1200
    0    35    39    36     0     0     0     0   877  1200
    0    35    39    36     0     0     0     0   877  1200
    0    62    40    36    68    19     0     0   877  1200
    0    36    40    37    59    16     0     0   877  1200
    0    36    40    37    44    13     0     0   877  1200
    0    36    41    38    31    10     0     0   877  1200
    0    37    41    38    16     7     0     0   877  1200
    0    73    42    40    25     6     0     0   877  1200
    0   142    42    39    37     9     0     0   877  1200
    0   158    42    40    49    12     0     0   877  1200
    0   208    42    40    60    15     0     0   877  1200
    0   190    42    39    68    19     0     0   877  1200
    0   130    41    39    68    19     0     0   877  1200
    0    83    41    37    68    19     0     0   877  1200
    0    36    41    37    57    15     0     0   877  1200
    0    36    41    38    44    14     0     0   877  1200
    0    36    41    38    32    10     0     0   877  1200
    0    37    41    38    19     7     0     0   877  1200
    0    38    41    38    15     7     0     0   877  1200
    0    44    41    39    22     6     0     0   877  1200
    0    73    41    40    34     8     0     0   877  1200
    0   149    42    39    47    12     0     0   877  1200
    0   143    42    40    60    15     0     0   877  1200
    0   205    42    40    68    19     0     0   877  1200
    0   164    42    39    68    19     0     0   877  1200
    0   109    41    39    68    19     0     0   877  1200
    0    59    41    38    60    16     0     0   877  1200
    0   150    42    39    54    13     0     0   877  1200
    0   147    43    41    65    17     0     0   877  1200
    0   202    42    39    68    19     0     0   877  1200
    0   138    42    40    68    19     0     0   877  1200
    0    72    41    38    14     6     0     0   877  1200
    0    36    41    39    29     7     0     0   877  1200
    0    36    41    38    45    11     0     0   877  1200
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    37    42    39    62    15     0     0   877  1200
    0    43    42    39    24     6     0     0   877  1200
    0    90    43    40    37     9     0     0   877  1200
    0   158    43    41    49    12     0     0   877  1200
    0   200    43    41    62    15     0     0   877  1200
    0   170    42    40    68    19     0     0   877  1200
    0    99    42    38    68    19     0     0   877  1200
    0    36    42    38    57    16     0     0   877  1200
    0    36    42    39    41    13     0     0   877  1200
    0    37    42    39    25     8     0     0   877  1200
    0    39    42    39    15     7     0     0   877  1200
    0    74    42    41    28     7     0     0   877  1200
    0   145    43    41    44    11     0     0   877  1200
    0   173    43    41    61    15     0     0   877  1200
    0   186    42    40    68    19     0     0   877  1200
    0   115    42    39    68    19     0     0   877  1200
    0    36    42    39    59    16     0     0   877  1200
    0    36    42    39    42    13     0     0   877  1200
    0   192    42    40    68    19     0     0   877  1200
    0   112    42    40    68    19     0     0   877  1200
    0    36    41    38    55    15     0     0   877  1200
    0    36    42    39    37    12     0     0   877  1200
    0    36    42    39    20     7     0     0   877  1200
    0    38    42    39    14     7     0     0   877  1200
    0    45    42    39    27     6     0     0   877  1200
    0   111    43    40    44    19     0     0   877  1200
    0   169    43    41    54    14     0     0   877  1200
    0   208    43    41    38    12     0     0   877  1200
    0   168    42    40    22     8     0     0   877  1200
    0   107    42    38    15     7     0     0   877  1200
    0    36    42    39    25     6     0     0   877  1200
    0    36    42    39    41    10     0     0   877  1200
    0    37    42    39    57    14     0     0   877  1200
    0    38    42    39    68    19     0     0   877  1200
    0    45    42    39    69    19     0     0   877  1200
    0   167    43    40    48    14     0     0   877  1200
    0   205    42    41    30    10     0     0   877  1200
    0   147    42    40    14     6     0     0   877  1200
    0    43    42    38    21     5     0     0   877  1200
    0    36    42    39    40    10     0     0   877  1200
    0    36    42    39    58    14     0     0   877  1200
    0    39    42    39    68    19     0     0   877  1200
    0    50    42    40    68    19     0     0   877  1200
    0    40    41    38    23     3     0     0   877  1305
