# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    27    27    26     0     0     0     0   877   705
    0    27    27    26     0     0     0     0   877   705
    0    27    27    26     0     0     0     0   877   705
    0    27    27    26     0     0     0     0   877   705
    0    27    27    26     0     0     0     0   877   705
    0    27    27    26     0     0     0     0   877   705
    0    27    27    25     0     0     0     0   877   705
    0    27    27    25     5     0     0     0   877   705
    0    27    27    25     6     0     0     0   877   705
    0    27    27    25     3     0     0     0   877   705
    0    27    27    25     0     0     0     0   877   705
    0    27    27    25     0     0     0     0   877   705
    0    27    27    26    59     9     0     0   877   705
    0    27    28    27    73    11     0     0   877   705
    0    27    28    26    77    12     0     0   877   705
    0    27    28    26    83    13     0     0   877   705
    0    27    28    26    88    13     0     0   877   705
    0    27    28    27    95    14     0     0   877   705
    0    28    28    27    98    16     0     0   877   705
    0    30    28    27    90    15     0     0   877   705
    0    30    28    27    84    15     0     0   877   705
    0    31    28    27    79    14     0     0   877   705
    0    31    28    27    75    14     0     0   877   705
    0    32    28    27    70    13     0     0   877   705
    0    34    29    27    64    12     0     0   877   705
    0    36    29    27    59    12     0     0   877   705
    0    37    28    27    54    11     0     0   877   705
    0    38    29    28    50    10     0     0   877   705
    0    39    29    27    45     9     0     0   877   705
    0    43    29    27    39     8     0     0   877   705
    0    45    29    27    34     8     0     0   877   705
    0    46    29    27    30     7     0     0   877   705
    0    48    29    27    25     7     0     0   877   705
    0    48    29    27    22     6     0     0   877   705
    0    46    29    28    95    14     0     0   877   705
    0    46    29    27    98    14     0     0   877   705
    0    61    29    27   100    15     0     0   877   705
    0    61    29    27   100    15     0     0   877   705
    0    56    29    28   100    16     0     0   877   705
    0    57    29    27    98    16     0     0   877   705
    0    59    29    27    93    15     0     0   877   705
    0    60    29    28    89    15     0     0   877   705
    0    69    29    28    83    15     0     0   877   705
    0    71    29    27    78    14     0     0   877   705
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    71    29    27    74    14     0     0   877   705
    0    27    28    27    58     9     0     0   877   705
    0    27    28    27    64    10     0     0   877   705
    0    27    28    27    70    11     0     0   877   705
    0    27    28    27    76    12     0     0   877   705
    0    27    28    27    80    12     0     0   877   705
    0    27    28    27    86    13     0     0   877   705
    0    27    28    27    90    13     0     0   877   705
    0    27    28    27    94    14     0     0   877   705
    0    27    28    27    97    14     0     0   877   705
    0    27    28    27   100    15     0     0   877   705
    0    27    28    27   100    15     0     0   877   705
    0    27    29    27   100    16     0     0   877   705
    0    27    28    27    97    16     0     0   877   705
    0    27    28    27    94    15     0     0   877   705
    0    27    28    27    90    15     0     0   877   705
    0    27    29    27    86    15     0     0   877   705
    0    27    28    27    83    14     0     0   877   705
    0    27    28    27    34     5     0     0   877   705
    0    27    29    27    37     6     0     0   877   705
    0    27    28    27    42     6     0     0   877   705
    0    27    28    27    47     7     0     0   877   705
    0    27    29    27    49     7     0     0   877   705
    0    27    28    27    54     8     0     0   877   705
    0    27    29    27    57     8     0     0   877   705
    0    27    29    27    60     9     0     0   877   705
    0    27    29    27    64    10     0     0   877   705
    0    27    29    27    65    10     0     0   877   705
    0    27    29    27    67    10     0     0   877   705
    0    27    29    27    68    10     0     0   877   705
    0    27    28    27    67    10     0     0   877   705
    0    27    29    27    63    10     0     0   877   705
    0    27    29    27    64    10     0     0   877   705
    0   116    30    28    31     7     0     0   877   705
    0   116    30    28    26     7     0     0   877   705
    0   116    30    28    22     6     0     0   877   705
    0   116    30    28    18     5     0     0   877   705
    0   105    30    28    15     5     0     0   877   705
    0    96    30    28    13     5     0     0   877   705
    0    94    30    28    12     5     0     0   877   705
    0    92    30    28    12     4     0     0   877   705
    0    87    30    28    13     3     0     0   877   705
    0    86    30    28    17     4     0     0   877   705
    0    80    30    28    21     5     0     0   877   705
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    80    30    28    24     5     0     0   877   705
    0    78    30    28    28     5     0     0   877   705
    0    79    30    28    33     5     0     0   877   705
    0    78    30    28    75    14     0     0   877   705
    0    79    29    28    71    13     0     0   877   705
    0    83    30    28    66    13     0     0   877   705
    0    85    30    28    62    12     0     0   877   705
    0    81    30    28    58    11     0     0   877   705
    0    79    30    28    54    11     0     0   877   705
    0    81    30    28    48    10     0     0   877   705
    0    81    30    28    42     9     0     0   877   705
    0   115    30    28    21     6     0     0   877   705
    0   115    30    28    15     5     0     0   877   705
    0   116    30    28    16     5     0     0   877   705
    0    78    30    28    24     6     0     0   877   705
    0    93    30    28    32     7     0     0   877   705
    0    93    30    28    28     7     0     0   877   705
    0    92    30    28    24     6     0     0   877   705
    0    89    30    28    18     5     0     0   877   705
    0    85    30    28    13     5     0     0   877   705
    0    87    30    28    12     5     0     0   877   705
    0    84    30    28    12     4     0     0   877   705
    0    27    28    26     0     0     0     0   877   705
    0    27    28    26     0     0     0     0   877   705
    0    27    28    26     0     0     0     0   877   705
    0    27    28    26     0     0     0     0   877   705
    0    27    28    26     0     0     0     0   877   705
