# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    45    43    40     0     0     0     0   877  1402
    0    43    42    39     0     0     0     0   877  1402
    0    43    42    39     0     0     0     0   877  1402
    0    43    42    38     0     0     0     0   877  1402
    0    43    42    38     0     0     0     0   877  1402
    0    43    42    38     0     0     0     0   877  1402
    0    43    41    38     0     0     0     0   877  1402
    0    43    41    38     7     1     0     0   877  1402
    0    43    41    38     3     0     0     0   877  1402
    0    43    41    38     4     0     0     0   877  1402
    0    43    41    38     0     0     0     0   877  1402
    0    43    41    38     0     0     0     0   877  1402
    0   270    43    40    49    14     0     0   877  1402
    0   230    44    41    39    11     0     0   877  1402
    0   126    43    40    23     6     0     0   877  1402
    0    73    44    40    15     5     0     0   877  1402
    0    53    43    40    12     7     0     0   877  1402
    0    66    44    40    14     5     0     0   877  1402
    0    51    43    40    13     7     0     0   877  1402
    0    46    43    40    17     7     0     0   877  1402
    0    45    42    39    26    10     0     0   877  1402
    0    44    43    39    37    13     0     0   877  1402
    0    44    42    40    46    14     0     0   877  1402
    0    44    42    39    56    17     0     0   877  1402
    0    44    42    39    61    20     0     0   877  1402
    0   118    42    39    60    19     0     0   877  1402
    0   177    43    41    60    19     0     0   877  1402
    0   256    44    41    60    19     0     0   877  1402
    0   279    44    42    56    16     0     0   877  1402
    0   221    44    42    46    13     0     0   877  1402
    0   208    44    41    37    10     0     0   877  1402
    0   124    44    42    28     8     0     0   877  1402
    0    74    45    42    21     6     0     0   877  1402
    0    52    44    40    13     5     0     0   877  1402
    0    46    44    40    13     7     0     0   877  1402
    0    45    43    40    21     8     0     0   877  1402
    0   262    43    41    60    19     0     0   877  1402
    0   270    45    42    58    18     0     0   877  1402
    0   225    45    42    50    14     0     0   877  1402
    0   201    45    42    41    12     0     0   877  1402
    0   138    45    41    33     9     0     0   877  1402
    0    71    45    42    24     7     0     0   877  1402
    0    54    44    41    16     5     0     0   877  1402
    0    46    44    40    15     7     0     0   877  1402
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    45    44    41    30    11     0     0   877  1402
    0    45    43    40    48    15     0     0   877  1402
    0   141    44    40    60    19     0     0   877  1402
    0   264    44    42    60    19     0     0   877  1402
    0   220    45    42    52    15     0     0   877  1402
    0    73    45    42    30     8     0     0   877  1402
    0    46    44    41    16     8     0     0   877  1402
    0    45    44    41    28    11     0     0   877  1402
    0    45    44    40    50    15     0     0   877  1402
    0   176    44    42    60    19     0     0   877  1402
    0   235    46    43    60    19     0     0   877  1402
    0   183    45    42    45    13     0     0   877  1402
    0    54    45    41    24     6     0     0   877  1402
    0    45    44    41    16     7     0     0   877  1402
    0    45    44    40    34    12     0     0   877  1402
    0    45    44    40    54    17     0     0   877  1402
    0    52    45    42    23     6     0     0   877  1402
    0    45    44    42    16     7     0     0   877  1402
    0    44    44    40    36    13     0     0   877  1402
    0    97    44    40    57    18     0     0   877  1402
    0   257    44    42    60    19     0     0   877  1402
    0   221    45    42    58    18     0     0   877  1402
    0    70    45    42    35    10     0     0   877  1402
    0    46    44    41    16     8     0     0   877  1402
    0    45    44    42    29    11     0     0   877  1402
    0    45    44    41    52    16     0     0   877  1402
    0   200    45    42    60    20     0     0   877  1402
    0   209    46    43    60    19     0     0   877  1402
    0   102    45    42    38    11     0     0   877  1402
    0    47    45    41    17     8     0     0   877  1402
    0    44    44    42    33    12     0     0   877  1402
    0    45    44    41    58    19     0     0   877  1402
    0    45    44    41    60    20     0     0   877  1402
    0   228    44    42    60    19     0     0   877  1402
    0   225    46    43    44    13     0     0   877  1402
    0    95    45    42    22     6     0     0   877  1402
    0    47    45    42    17     7     0     0   877  1402
    0    45    44    41    39    13     0     0   877  1402
    0    45    44    42    59    19     0     0   877  1402
    0    45    44    40    13     4     0     0   877  1402
