2023-05-29 13:10:08,917 INFO: 加载预训练的ResNet模型
2023-05-29 13:10:09,368 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 13:10:10,850 INFO: 定义损失函数和优化器
2023-05-29 13:10:10,851 INFO: 定义数据预处理
2023-05-29 13:10:10,851 INFO: 加载训练集和测试集
2023-05-29 13:10:12,491 INFO: 开始训练
2023-05-29 13:10:57,530 INFO: Epoch 1/10, Loss: 2.3532555155265027
2023-05-29 13:10:57,533 INFO: Epoch 1 elapsed time: 45038.86328125 ms, energy Usage: 3001.989 J
2023-05-29 13:11:40,633 INFO: Epoch 2/10, Loss: 2.2882847993801803
2023-05-29 13:11:40,636 INFO: Epoch 2 elapsed time: 43100.9609375 ms, energy Usage: 2928.817 J
2023-05-29 13:12:23,580 INFO: Epoch 3/10, Loss: 2.238056825674497
2023-05-29 13:12:23,586 INFO: Epoch 3 elapsed time: 42944.25390625 ms, energy Usage: 2919.128 J
2023-05-29 13:13:06,922 INFO: Epoch 4/10, Loss: 2.192872744034498
2023-05-29 13:13:06,929 INFO: Epoch 4 elapsed time: 43335.9296875 ms, energy Usage: 2943.724 J
2023-05-29 13:13:50,138 INFO: Epoch 5/10, Loss: 2.1500922637108046
2023-05-29 13:13:50,141 INFO: Epoch 5 elapsed time: 43209.328125 ms, energy Usage: 2943.349 J
2023-05-29 13:14:33,174 INFO: Epoch 6/10, Loss: 2.1089009792376787
2023-05-29 13:14:33,177 INFO: Epoch 6 elapsed time: 43033.28125 ms, energy Usage: 2926.445 J
2023-05-29 13:15:16,125 INFO: Epoch 7/10, Loss: 2.068891840867507
2023-05-29 13:15:16,130 INFO: Epoch 7 elapsed time: 42948.2265625 ms, energy Usage: 2914.971 J
2023-05-29 13:15:59,191 INFO: Epoch 8/10, Loss: 2.0298387432709717
2023-05-29 13:15:59,194 INFO: Epoch 8 elapsed time: 43060.94921875 ms, energy Usage: 2929.139 J
2023-05-29 13:16:42,578 INFO: Epoch 9/10, Loss: 1.991611481629885
2023-05-29 13:16:42,581 INFO: Epoch 9 elapsed time: 43385.0703125 ms, energy Usage: 2948.545 J
2023-05-29 13:17:25,816 INFO: Epoch 10/10, Loss: 1.9541238848979656
2023-05-29 13:17:25,819 INFO: Epoch 10 elapsed time: 43235.2265625 ms, energy Usage: 2942.191 J
2023-05-29 13:17:25,827 INFO: Total energy Usage: 29398.298 J
