2023-05-29 12:00:34,082 INFO: 加载预训练的ResNet模型
2023-05-29 12:00:35,060 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:00:38,404 INFO: 定义损失函数和优化器
2023-05-29 12:00:38,405 INFO: 定义数据预处理
2023-05-29 12:00:38,405 INFO: 加载训练集和测试集
2023-05-29 12:00:40,636 INFO: 开始训练
2023-05-29 12:01:20,632 INFO: Epoch 1/10, Loss: 2.3511776679601426
2023-05-29 12:01:20,642 INFO: Epoch 1 elapsed time: 39996.0703125 ms, energy Usage: 2275.106 J
2023-05-29 12:01:55,625 INFO: Epoch 2/10, Loss: 2.2880434684264355
2023-05-29 12:01:55,628 INFO: Epoch 2 elapsed time: 34983.50390625 ms, energy Usage: 2204.782 J
2023-05-29 12:02:31,087 INFO: Epoch 3/10, Loss: 2.239294360234187
2023-05-29 12:02:31,090 INFO: Epoch 3 elapsed time: 35459.3359375 ms, energy Usage: 2256.548 J
2023-05-29 12:03:06,956 INFO: Epoch 4/10, Loss: 2.195037858914106
2023-05-29 12:03:06,961 INFO: Epoch 4 elapsed time: 35866.2578125 ms, energy Usage: 2294.993 J
2023-05-29 12:03:43,151 INFO: Epoch 5/10, Loss: 2.152916799447475
2023-05-29 12:03:43,154 INFO: Epoch 5 elapsed time: 36190.51171875 ms, energy Usage: 2327.84 J
2023-05-29 12:04:19,645 INFO: Epoch 6/10, Loss: 2.1120558897654216
2023-05-29 12:04:19,654 INFO: Epoch 6 elapsed time: 36491.734375 ms, energy Usage: 2368.844 J
2023-05-29 12:04:56,467 INFO: Epoch 7/10, Loss: 2.07191797158657
2023-05-29 12:04:56,470 INFO: Epoch 7 elapsed time: 36812.9453125 ms, energy Usage: 2394.522 J
2023-05-29 12:05:33,483 INFO: Epoch 8/10, Loss: 2.0321335462423473
2023-05-29 12:05:33,486 INFO: Epoch 8 elapsed time: 37013.4609375 ms, energy Usage: 2417.552 J
2023-05-29 12:06:10,455 INFO: Epoch 9/10, Loss: 1.9925550344662788
2023-05-29 12:06:10,458 INFO: Epoch 9 elapsed time: 36969.87109375 ms, energy Usage: 2412.328 J
2023-05-29 12:06:47,405 INFO: Epoch 10/10, Loss: 1.9531626334557166
2023-05-29 12:06:47,412 INFO: Epoch 10 elapsed time: 36946.59765625 ms, energy Usage: 2408.864 J
2023-05-29 12:06:47,415 INFO: Total energy Usage: 23361.379 J
