2023-05-29 13:26:15,012 INFO: 加载预训练的ResNet模型
2023-05-29 13:26:15,463 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 13:26:16,978 INFO: 定义损失函数和优化器
2023-05-29 13:26:16,979 INFO: 定义数据预处理
2023-05-29 13:26:16,979 INFO: 加载训练集和测试集
2023-05-29 13:26:18,612 INFO: 开始训练
2023-05-29 13:26:56,809 INFO: Epoch 1/10, Loss: 2.3511776679601426
2023-05-29 13:26:56,812 INFO: Epoch 1 elapsed time: 38197.078125 ms, energy Usage: 2419.75 J
2023-05-29 13:27:33,807 INFO: Epoch 2/10, Loss: 2.2880434684264355
2023-05-29 13:27:33,816 INFO: Epoch 2 elapsed time: 36995.05859375 ms, energy Usage: 2415.179 J
2023-05-29 13:28:10,692 INFO: Epoch 3/10, Loss: 2.239294360234187
2023-05-29 13:28:10,696 INFO: Epoch 3 elapsed time: 36876.921875 ms, energy Usage: 2399.347 J
2023-05-29 13:28:47,350 INFO: Epoch 4/10, Loss: 2.195037858914106
2023-05-29 13:28:47,358 INFO: Epoch 4 elapsed time: 36654.6953125 ms, energy Usage: 2382.293 J
2023-05-29 13:29:24,022 INFO: Epoch 5/10, Loss: 2.152916799447475
2023-05-29 13:29:24,025 INFO: Epoch 5 elapsed time: 36663.96875 ms, energy Usage: 2379.324 J
2023-05-29 13:30:00,969 INFO: Epoch 6/10, Loss: 2.1120558897654216
2023-05-29 13:30:00,972 INFO: Epoch 6 elapsed time: 36944.39453125 ms, energy Usage: 2410.304 J
2023-05-29 13:30:37,731 INFO: Epoch 7/10, Loss: 2.07191797158657
2023-05-29 13:30:37,737 INFO: Epoch 7 elapsed time: 36759.58984375 ms, energy Usage: 2393.468 J
2023-05-29 13:31:14,403 INFO: Epoch 8/10, Loss: 2.0321335462423473
2023-05-29 13:31:14,407 INFO: Epoch 8 elapsed time: 36667.15625 ms, energy Usage: 2381.277 J
2023-05-29 13:31:51,033 INFO: Epoch 9/10, Loss: 1.9925550344662788
2023-05-29 13:31:51,035 INFO: Epoch 9 elapsed time: 36625.88671875 ms, energy Usage: 2381.151 J
2023-05-29 13:32:27,754 INFO: Epoch 10/10, Loss: 1.9531626334557166
2023-05-29 13:32:27,764 INFO: Epoch 10 elapsed time: 36719.3203125 ms, energy Usage: 2380.482 J
2023-05-29 13:32:27,767 INFO: Total energy Usage: 23942.575 J
