2023-05-29 12:35:31,663 INFO: 加载预训练的ResNet模型
2023-05-29 12:35:32,114 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:35:33,623 INFO: 定义损失函数和优化器
2023-05-29 12:35:33,624 INFO: 定义数据预处理
2023-05-29 12:35:33,624 INFO: 加载训练集和测试集
2023-05-29 12:35:35,266 INFO: 开始训练
2023-05-29 12:36:13,501 INFO: Epoch 1/10, Loss: 2.352283980296208
2023-05-29 12:36:13,505 INFO: Epoch 1 elapsed time: 38235.453125 ms, energy Usage: 2493.929 J
2023-05-29 12:36:50,277 INFO: Epoch 2/10, Loss: 2.2882478915728055
2023-05-29 12:36:50,279 INFO: Epoch 2 elapsed time: 36772.23046875 ms, energy Usage: 2454.86 J
2023-05-29 12:37:26,774 INFO: Epoch 3/10, Loss: 2.2387631226808598
2023-05-29 12:37:26,777 INFO: Epoch 3 elapsed time: 36494.91015625 ms, energy Usage: 2437.995 J
2023-05-29 12:38:03,326 INFO: Epoch 4/10, Loss: 2.194012408378797
2023-05-29 12:38:03,329 INFO: Epoch 4 elapsed time: 36549.1171875 ms, energy Usage: 2439.751 J
2023-05-29 12:38:40,092 INFO: Epoch 5/10, Loss: 2.1515029784960626
2023-05-29 12:38:40,099 INFO: Epoch 5 elapsed time: 36763.9453125 ms, energy Usage: 2459.821 J
2023-05-29 12:39:16,729 INFO: Epoch 6/10, Loss: 2.110339544980954
2023-05-29 12:39:16,732 INFO: Epoch 6 elapsed time: 36630.75390625 ms, energy Usage: 2450.043 J
2023-05-29 12:39:53,262 INFO: Epoch 7/10, Loss: 2.069985160460839
2023-05-29 12:39:53,265 INFO: Epoch 7 elapsed time: 36530.49609375 ms, energy Usage: 2434.541 J
2023-05-29 12:40:29,744 INFO: Epoch 8/10, Loss: 2.0302005382684563
2023-05-29 12:40:29,751 INFO: Epoch 8 elapsed time: 36479.08203125 ms, energy Usage: 2437.5 J
2023-05-29 12:41:06,222 INFO: Epoch 9/10, Loss: 1.9909990790562753
2023-05-29 12:41:06,224 INFO: Epoch 9 elapsed time: 36471.1328125 ms, energy Usage: 2433.519 J
2023-05-29 12:41:42,773 INFO: Epoch 10/10, Loss: 1.9523448989941523
2023-05-29 12:41:42,783 INFO: Epoch 10 elapsed time: 36549.28125 ms, energy Usage: 2438.056 J
2023-05-29 12:41:42,787 INFO: Total energy Usage: 24480.015 J
