2023-05-29 12:41:44,923 INFO: 加载预训练的ResNet模型
2023-05-29 12:41:45,375 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:41:46,869 INFO: 定义损失函数和优化器
2023-05-29 12:41:46,869 INFO: 定义数据预处理
2023-05-29 12:41:46,869 INFO: 加载训练集和测试集
2023-05-29 12:41:48,509 INFO: 开始训练
2023-05-29 12:42:33,331 INFO: Epoch 1/10, Loss: 2.3532555155265027
2023-05-29 12:42:33,338 INFO: Epoch 1 elapsed time: 44822.39453125 ms, energy Usage: 2983.004 J
2023-05-29 12:43:16,251 INFO: Epoch 2/10, Loss: 2.2882847993801803
2023-05-29 12:43:16,254 INFO: Epoch 2 elapsed time: 42913.65625 ms, energy Usage: 2920.74 J
2023-05-29 12:43:59,102 INFO: Epoch 3/10, Loss: 2.238056825674497
2023-05-29 12:43:59,105 INFO: Epoch 3 elapsed time: 42848.19921875 ms, energy Usage: 2911.511 J
2023-05-29 12:44:42,341 INFO: Epoch 4/10, Loss: 2.192872744034498
2023-05-29 12:44:42,344 INFO: Epoch 4 elapsed time: 43236.3125 ms, energy Usage: 2935.403 J
2023-05-29 12:45:25,492 INFO: Epoch 5/10, Loss: 2.1500922637108046
2023-05-29 12:45:25,496 INFO: Epoch 5 elapsed time: 43148.6953125 ms, energy Usage: 2934.753 J
2023-05-29 12:46:08,530 INFO: Epoch 6/10, Loss: 2.1089009792376787
2023-05-29 12:46:08,532 INFO: Epoch 6 elapsed time: 43033.953125 ms, energy Usage: 2926.57 J
2023-05-29 12:46:51,485 INFO: Epoch 7/10, Loss: 2.068891840867507
2023-05-29 12:46:51,488 INFO: Epoch 7 elapsed time: 42952.5703125 ms, energy Usage: 2914.836 J
2023-05-29 12:47:34,434 INFO: Epoch 8/10, Loss: 2.0298387432709717
2023-05-29 12:47:34,437 INFO: Epoch 8 elapsed time: 42946.68359375 ms, energy Usage: 2912.574 J
2023-05-29 12:48:17,342 INFO: Epoch 9/10, Loss: 1.991611481629885
2023-05-29 12:48:17,344 INFO: Epoch 9 elapsed time: 42904.96875 ms, energy Usage: 2923.551 J
2023-05-29 12:49:00,188 INFO: Epoch 10/10, Loss: 1.9541238848979656
2023-05-29 12:49:00,191 INFO: Epoch 10 elapsed time: 42843.87109375 ms, energy Usage: 2909.199 J
2023-05-29 12:49:00,193 INFO: Total energy Usage: 29279.316 J
