2023-05-29 12:49:02,333 INFO: 加载预训练的ResNet模型
2023-05-29 12:49:02,785 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:49:04,290 INFO: 定义损失函数和优化器
2023-05-29 12:49:04,291 INFO: 定义数据预处理
2023-05-29 12:49:04,291 INFO: 加载训练集和测试集
2023-05-29 12:49:05,925 INFO: 开始训练
2023-05-29 12:50:00,850 INFO: Epoch 1/10, Loss: 2.355346332910733
2023-05-29 12:50:00,853 INFO: Epoch 1 elapsed time: 54924.7265625 ms, energy Usage: 3715.446 J
2023-05-29 12:50:53,807 INFO: Epoch 2/10, Loss: 2.290629614010835
2023-05-29 12:50:53,810 INFO: Epoch 2 elapsed time: 52955.2578125 ms, energy Usage: 3635.185 J
2023-05-29 12:51:45,530 INFO: Epoch 3/10, Loss: 2.238820179609152
2023-05-29 12:51:45,533 INFO: Epoch 3 elapsed time: 51720.29296875 ms, energy Usage: 3466.068 J
2023-05-29 12:52:37,150 INFO: Epoch 4/10, Loss: 2.192159964488103
2023-05-29 12:52:37,156 INFO: Epoch 4 elapsed time: 51616.99609375 ms, energy Usage: 3437.79 J
2023-05-29 12:53:28,829 INFO: Epoch 5/10, Loss: 2.148732067682804
2023-05-29 12:53:28,832 INFO: Epoch 5 elapsed time: 51674.28125 ms, energy Usage: 3441.152 J
2023-05-29 12:54:20,756 INFO: Epoch 6/10, Loss: 2.107588031200262
2023-05-29 12:54:20,765 INFO: Epoch 6 elapsed time: 51924.27734375 ms, energy Usage: 3505.709 J
2023-05-29 12:55:13,097 INFO: Epoch 7/10, Loss: 2.068140583542677
2023-05-29 12:55:13,100 INFO: Epoch 7 elapsed time: 52332.83203125 ms, energy Usage: 3578.089 J
2023-05-29 12:56:06,275 INFO: Epoch 8/10, Loss: 2.0300079735425802
2023-05-29 12:56:06,280 INFO: Epoch 8 elapsed time: 53175.29296875 ms, energy Usage: 3665.839 J
2023-05-29 12:56:59,487 INFO: Epoch 9/10, Loss: 1.9929564197858174
2023-05-29 12:56:59,496 INFO: Epoch 9 elapsed time: 53206.890625 ms, energy Usage: 3659.847 J
2023-05-29 12:57:52,530 INFO: Epoch 10/10, Loss: 1.956815934028381
2023-05-29 12:57:52,532 INFO: Epoch 10 elapsed time: 53034.2890625 ms, energy Usage: 3649.412 J
2023-05-29 12:57:52,540 INFO: Total energy Usage: 35754.537 J
