2023-05-29 13:03:54,084 INFO: 加载预训练的ResNet模型
2023-05-29 13:03:54,534 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 13:03:56,035 INFO: 定义损失函数和优化器
2023-05-29 13:03:56,035 INFO: 定义数据预处理
2023-05-29 13:03:56,035 INFO: 加载训练集和测试集
2023-05-29 13:03:57,671 INFO: 开始训练
2023-05-29 13:04:35,676 INFO: Epoch 1/10, Loss: 2.352283980296208
2023-05-29 13:04:35,685 INFO: Epoch 1 elapsed time: 38005.78515625 ms, energy Usage: 2469.271 J
2023-05-29 13:05:12,401 INFO: Epoch 2/10, Loss: 2.2882478915728055
2023-05-29 13:05:12,404 INFO: Epoch 2 elapsed time: 36716.19921875 ms, energy Usage: 2459.947 J
2023-05-29 13:05:49,142 INFO: Epoch 3/10, Loss: 2.2387631226808598
2023-05-29 13:05:49,146 INFO: Epoch 3 elapsed time: 36737.5625 ms, energy Usage: 2462.448 J
2023-05-29 13:06:25,907 INFO: Epoch 4/10, Loss: 2.194012408378797
2023-05-29 13:06:25,912 INFO: Epoch 4 elapsed time: 36761.97265625 ms, energy Usage: 2457.631 J
2023-05-29 13:07:02,657 INFO: Epoch 5/10, Loss: 2.1515029784960626
2023-05-29 13:07:02,661 INFO: Epoch 5 elapsed time: 36745.96875 ms, energy Usage: 2454.859 J
2023-05-29 13:07:39,454 INFO: Epoch 6/10, Loss: 2.110339544980954
2023-05-29 13:07:39,463 INFO: Epoch 6 elapsed time: 36792.75 ms, energy Usage: 2464.772 J
2023-05-29 13:08:16,276 INFO: Epoch 7/10, Loss: 2.069985160460839
2023-05-29 13:08:16,279 INFO: Epoch 7 elapsed time: 36813.640625 ms, energy Usage: 2460.721 J
2023-05-29 13:08:53,086 INFO: Epoch 8/10, Loss: 2.0302005382684563
2023-05-29 13:08:53,094 INFO: Epoch 8 elapsed time: 36807.18359375 ms, energy Usage: 2466.12 J
2023-05-29 13:09:29,931 INFO: Epoch 9/10, Loss: 1.9909990790562753
2023-05-29 13:09:29,933 INFO: Epoch 9 elapsed time: 36836.49609375 ms, energy Usage: 2459.839 J
2023-05-29 13:10:06,779 INFO: Epoch 10/10, Loss: 1.9523448989941523
2023-05-29 13:10:06,783 INFO: Epoch 10 elapsed time: 36846.3671875 ms, energy Usage: 2465.903 J
2023-05-29 13:10:06,786 INFO: Total energy Usage: 24621.511 J
