2023-05-29 13:55:01,109 INFO: 加载预训练的ResNet模型
2023-05-29 13:55:01,561 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 13:55:03,047 INFO: 定义损失函数和优化器
2023-05-29 13:55:03,048 INFO: 定义数据预处理
2023-05-29 13:55:03,048 INFO: 加载训练集和测试集
2023-05-29 13:55:04,683 INFO: 开始训练
2023-05-29 13:55:40,966 INFO: Epoch 1/10, Loss: 2.3511776679601426
2023-05-29 13:55:40,968 INFO: Epoch 1 elapsed time: 36282.7265625 ms, energy Usage: 2192.07 J
2023-05-29 13:56:15,659 INFO: Epoch 2/10, Loss: 2.2880434684264355
2023-05-29 13:56:15,662 INFO: Epoch 2 elapsed time: 34691.17578125 ms, energy Usage: 2156.915 J
2023-05-29 13:56:50,437 INFO: Epoch 3/10, Loss: 2.239294360234187
2023-05-29 13:56:50,441 INFO: Epoch 3 elapsed time: 34774.58203125 ms, energy Usage: 2170.16 J
2023-05-29 13:57:25,399 INFO: Epoch 4/10, Loss: 2.195037858914106
2023-05-29 13:57:25,406 INFO: Epoch 4 elapsed time: 34958.7578125 ms, energy Usage: 2185.849 J
2023-05-29 13:58:00,609 INFO: Epoch 5/10, Loss: 2.152916799447475
2023-05-29 13:58:00,612 INFO: Epoch 5 elapsed time: 35203.0234375 ms, energy Usage: 2227.534 J
2023-05-29 13:58:36,243 INFO: Epoch 6/10, Loss: 2.1120558897654216
2023-05-29 13:58:36,246 INFO: Epoch 6 elapsed time: 35631.4609375 ms, energy Usage: 2278.377 J
2023-05-29 13:59:11,287 INFO: Epoch 7/10, Loss: 2.07191797158657
2023-05-29 13:59:11,289 INFO: Epoch 7 elapsed time: 35041.015625 ms, energy Usage: 2201.186 J
2023-05-29 13:59:45,955 INFO: Epoch 8/10, Loss: 2.0321335462423473
2023-05-29 13:59:45,958 INFO: Epoch 8 elapsed time: 34665.71484375 ms, energy Usage: 2149.892 J
2023-05-29 14:00:20,544 INFO: Epoch 9/10, Loss: 1.9925550344662788
2023-05-29 14:00:20,547 INFO: Epoch 9 elapsed time: 34586.51171875 ms, energy Usage: 2147.774 J
2023-05-29 14:00:55,203 INFO: Epoch 10/10, Loss: 1.9531626334557166
2023-05-29 14:00:55,206 INFO: Epoch 10 elapsed time: 34657.0078125 ms, energy Usage: 2147.818 J
2023-05-29 14:00:55,208 INFO: Total energy Usage: 21860.393 J
