2023-05-29 12:29:13,644 INFO: 加载预训练的ResNet模型
2023-05-29 12:29:14,097 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:29:15,595 INFO: 定义损失函数和优化器
2023-05-29 12:29:15,596 INFO: 定义数据预处理
2023-05-29 12:29:15,596 INFO: 加载训练集和测试集
2023-05-29 12:29:17,236 INFO: 开始训练
2023-05-29 12:29:55,697 INFO: Epoch 1/10, Loss: 2.3511776679601426
2023-05-29 12:29:55,703 INFO: Epoch 1 elapsed time: 38461.2109375 ms, energy Usage: 2432.315 J
2023-05-29 12:30:32,866 INFO: Epoch 2/10, Loss: 2.2880434684264355
2023-05-29 12:30:32,869 INFO: Epoch 2 elapsed time: 37163.640625 ms, energy Usage: 2417.235 J
2023-05-29 12:31:10,122 INFO: Epoch 3/10, Loss: 2.239294360234187
2023-05-29 12:31:10,125 INFO: Epoch 3 elapsed time: 37253.8125 ms, energy Usage: 2431.049 J
2023-05-29 12:31:47,169 INFO: Epoch 4/10, Loss: 2.195037858914106
2023-05-29 12:31:47,176 INFO: Epoch 4 elapsed time: 37044.68359375 ms, energy Usage: 2407.782 J
2023-05-29 12:32:24,143 INFO: Epoch 5/10, Loss: 2.152916799447475
2023-05-29 12:32:24,146 INFO: Epoch 5 elapsed time: 36967.15625 ms, energy Usage: 2396.57 J
2023-05-29 12:33:01,060 INFO: Epoch 6/10, Loss: 2.1120558897654216
2023-05-29 12:33:01,063 INFO: Epoch 6 elapsed time: 36914.4375 ms, energy Usage: 2393.556 J
2023-05-29 12:33:38,260 INFO: Epoch 7/10, Loss: 2.07191797158657
2023-05-29 12:33:38,268 INFO: Epoch 7 elapsed time: 37197.9921875 ms, energy Usage: 2420.788 J
2023-05-29 12:34:15,444 INFO: Epoch 8/10, Loss: 2.0321335462423473
2023-05-29 12:34:15,449 INFO: Epoch 8 elapsed time: 37176.8125 ms, energy Usage: 2421.114 J
2023-05-29 12:34:52,515 INFO: Epoch 9/10, Loss: 1.9925550344662788
2023-05-29 12:34:52,517 INFO: Epoch 9 elapsed time: 37066.1015625 ms, energy Usage: 2407.435 J
2023-05-29 12:35:29,526 INFO: Epoch 10/10, Loss: 1.9531626334557166
2023-05-29 12:35:29,528 INFO: Epoch 10 elapsed time: 37008.4375 ms, energy Usage: 2408.849 J
2023-05-29 12:35:29,531 INFO: Total energy Usage: 24136.693 J
