2023-05-29 13:38:44,821 INFO: 加载预训练的ResNet模型
2023-05-29 13:38:45,272 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 13:38:46,763 INFO: 定义损失函数和优化器
2023-05-29 13:38:46,764 INFO: 定义数据预处理
2023-05-29 13:38:46,764 INFO: 加载训练集和测试集
2023-05-29 13:38:48,398 INFO: 开始训练
2023-05-29 13:39:33,138 INFO: Epoch 1/10, Loss: 2.3532555155265027
2023-05-29 13:39:33,141 INFO: Epoch 1 elapsed time: 44739.890625 ms, energy Usage: 2975.953 J
2023-05-29 13:40:16,398 INFO: Epoch 2/10, Loss: 2.2882847993801803
2023-05-29 13:40:16,401 INFO: Epoch 2 elapsed time: 43257.32421875 ms, energy Usage: 2944.012 J
2023-05-29 13:40:59,545 INFO: Epoch 3/10, Loss: 2.238056825674497
2023-05-29 13:40:59,548 INFO: Epoch 3 elapsed time: 43144.34765625 ms, energy Usage: 2936.061 J
2023-05-29 13:41:42,642 INFO: Epoch 4/10, Loss: 2.192872744034498
2023-05-29 13:41:42,648 INFO: Epoch 4 elapsed time: 43094.390625 ms, energy Usage: 2926.833 J
2023-05-29 13:42:25,702 INFO: Epoch 5/10, Loss: 2.1500922637108046
2023-05-29 13:42:25,705 INFO: Epoch 5 elapsed time: 43053.91015625 ms, energy Usage: 2930.726 J
2023-05-29 13:43:08,742 INFO: Epoch 6/10, Loss: 2.1089009792376787
2023-05-29 13:43:08,745 INFO: Epoch 6 elapsed time: 43036.98828125 ms, energy Usage: 2929.61 J
2023-05-29 13:43:51,799 INFO: Epoch 7/10, Loss: 2.068891840867507
2023-05-29 13:43:51,801 INFO: Epoch 7 elapsed time: 43054.359375 ms, energy Usage: 2926.593 J
2023-05-29 13:44:34,823 INFO: Epoch 8/10, Loss: 2.0298387432709717
2023-05-29 13:44:34,830 INFO: Epoch 8 elapsed time: 43022.0703125 ms, energy Usage: 2922.132 J
2023-05-29 13:45:17,818 INFO: Epoch 9/10, Loss: 1.991611481629885
2023-05-29 13:45:17,821 INFO: Epoch 9 elapsed time: 42989.15625 ms, energy Usage: 2922.387 J
2023-05-29 13:46:00,865 INFO: Epoch 10/10, Loss: 1.9541238848979656
2023-05-29 13:46:00,868 INFO: Epoch 10 elapsed time: 43044.47265625 ms, energy Usage: 2928.386 J
2023-05-29 13:46:00,870 INFO: Total energy Usage: 29342.693 J
