2023-05-29 14:14:29,467 INFO: 加载预训练的ResNet模型
2023-05-29 14:14:29,919 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 14:14:31,421 INFO: 定义损失函数和优化器
2023-05-29 14:14:31,422 INFO: 定义数据预处理
2023-05-29 14:14:31,422 INFO: 加载训练集和测试集
2023-05-29 14:14:33,067 INFO: 开始训练
2023-05-29 14:15:28,346 INFO: Epoch 1/10, Loss: 2.355346332910733
2023-05-29 14:15:28,351 INFO: Epoch 1 elapsed time: 55279.07421875 ms, energy Usage: 3728.056 J
2023-05-29 14:16:22,391 INFO: Epoch 2/10, Loss: 2.290629614010835
2023-05-29 14:16:22,394 INFO: Epoch 2 elapsed time: 54040.4140625 ms, energy Usage: 3720.663 J
2023-05-29 14:17:16,129 INFO: Epoch 3/10, Loss: 2.238820179609152
2023-05-29 14:17:16,132 INFO: Epoch 3 elapsed time: 53735.70703125 ms, energy Usage: 3695.9 J
2023-05-29 14:18:09,971 INFO: Epoch 4/10, Loss: 2.192159964488103
2023-05-29 14:18:09,979 INFO: Epoch 4 elapsed time: 53839.15625 ms, energy Usage: 3712.488 J
2023-05-29 14:19:03,742 INFO: Epoch 5/10, Loss: 2.148732067682804
2023-05-29 14:19:03,745 INFO: Epoch 5 elapsed time: 53763.5 ms, energy Usage: 3697.834 J
2023-05-29 14:19:57,620 INFO: Epoch 6/10, Loss: 2.107588031200262
2023-05-29 14:19:57,623 INFO: Epoch 6 elapsed time: 53876.046875 ms, energy Usage: 3710.449 J
2023-05-29 14:20:51,289 INFO: Epoch 7/10, Loss: 2.068140583542677
2023-05-29 14:20:51,293 INFO: Epoch 7 elapsed time: 53666.24609375 ms, energy Usage: 3695.15 J
2023-05-29 14:21:44,094 INFO: Epoch 8/10, Loss: 2.0300079735425802
2023-05-29 14:21:44,100 INFO: Epoch 8 elapsed time: 52801.05859375 ms, energy Usage: 3619.308 J
2023-05-29 14:22:36,880 INFO: Epoch 9/10, Loss: 1.9929564197858174
2023-05-29 14:22:36,883 INFO: Epoch 9 elapsed time: 52780.63671875 ms, energy Usage: 3614.647 J
2023-05-29 14:23:29,216 INFO: Epoch 10/10, Loss: 1.956815934028381
2023-05-29 14:23:29,225 INFO: Epoch 10 elapsed time: 52333.6953125 ms, energy Usage: 3590.535 J
2023-05-29 14:23:29,231 INFO: Total energy Usage: 36791.863 J
