2023-05-29 14:07:07,336 INFO: 加载预训练的ResNet模型
2023-05-29 14:07:07,788 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 14:07:09,302 INFO: 定义损失函数和优化器
2023-05-29 14:07:09,302 INFO: 定义数据预处理
2023-05-29 14:07:09,303 INFO: 加载训练集和测试集
2023-05-29 14:07:10,948 INFO: 开始训练
2023-05-29 14:07:56,160 INFO: Epoch 1/10, Loss: 2.3532555155265027
2023-05-29 14:07:56,163 INFO: Epoch 1 elapsed time: 45212.30078125 ms, energy Usage: 3007.594 J
2023-05-29 14:08:39,769 INFO: Epoch 2/10, Loss: 2.2882847993801803
2023-05-29 14:08:39,772 INFO: Epoch 2 elapsed time: 43606.6796875 ms, energy Usage: 2961.279 J
2023-05-29 14:09:23,009 INFO: Epoch 3/10, Loss: 2.238056825674497
2023-05-29 14:09:23,012 INFO: Epoch 3 elapsed time: 43237.08203125 ms, energy Usage: 2940.581 J
2023-05-29 14:10:06,599 INFO: Epoch 4/10, Loss: 2.192872744034498
2023-05-29 14:10:06,605 INFO: Epoch 4 elapsed time: 43587.44140625 ms, energy Usage: 2959.36 J
2023-05-29 14:10:50,189 INFO: Epoch 5/10, Loss: 2.1500922637108046
2023-05-29 14:10:50,195 INFO: Epoch 5 elapsed time: 43584.140625 ms, energy Usage: 2960.5 J
2023-05-29 14:11:33,577 INFO: Epoch 6/10, Loss: 2.1089009792376787
2023-05-29 14:11:33,582 INFO: Epoch 6 elapsed time: 43382.734375 ms, energy Usage: 2947.207 J
2023-05-29 14:12:16,905 INFO: Epoch 7/10, Loss: 2.068891840867507
2023-05-29 14:12:16,914 INFO: Epoch 7 elapsed time: 43323.65234375 ms, energy Usage: 2945.654 J
2023-05-29 14:13:00,177 INFO: Epoch 8/10, Loss: 2.0298387432709717
2023-05-29 14:13:00,180 INFO: Epoch 8 elapsed time: 43263.4140625 ms, energy Usage: 2940.156 J
2023-05-29 14:13:43,636 INFO: Epoch 9/10, Loss: 1.991611481629885
2023-05-29 14:13:43,643 INFO: Epoch 9 elapsed time: 43455.984375 ms, energy Usage: 2946.968 J
2023-05-29 14:14:27,276 INFO: Epoch 10/10, Loss: 1.9541238848979656
2023-05-29 14:14:27,279 INFO: Epoch 10 elapsed time: 43633.23046875 ms, energy Usage: 2967.058 J
2023-05-29 14:14:27,281 INFO: Total energy Usage: 29576.357 J
