2023-05-29 14:00:57,332 INFO: 加载预训练的ResNet模型
2023-05-29 14:00:57,783 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 14:00:59,269 INFO: 定义损失函数和优化器
2023-05-29 14:00:59,270 INFO: 定义数据预处理
2023-05-29 14:00:59,270 INFO: 加载训练集和测试集
2023-05-29 14:01:00,910 INFO: 开始训练
2023-05-29 14:01:37,459 INFO: Epoch 1/10, Loss: 2.352283980296208
2023-05-29 14:01:37,468 INFO: Epoch 1 elapsed time: 36549.35546875 ms, energy Usage: 2303.44 J
2023-05-29 14:02:12,714 INFO: Epoch 2/10, Loss: 2.2882478915728055
2023-05-29 14:02:12,717 INFO: Epoch 2 elapsed time: 35246.2890625 ms, energy Usage: 2296.81 J
2023-05-29 14:02:48,255 INFO: Epoch 3/10, Loss: 2.2387631226808598
2023-05-29 14:02:48,258 INFO: Epoch 3 elapsed time: 35538.54296875 ms, energy Usage: 2328.802 J
2023-05-29 14:03:24,273 INFO: Epoch 4/10, Loss: 2.194012408378797
2023-05-29 14:03:24,276 INFO: Epoch 4 elapsed time: 36015.15625 ms, energy Usage: 2383.008 J
2023-05-29 14:04:00,790 INFO: Epoch 5/10, Loss: 2.1515029784960626
2023-05-29 14:04:00,793 INFO: Epoch 5 elapsed time: 36514.01171875 ms, energy Usage: 2429.96 J
2023-05-29 14:04:37,697 INFO: Epoch 6/10, Loss: 2.110339544980954
2023-05-29 14:04:37,699 INFO: Epoch 6 elapsed time: 36904.3203125 ms, energy Usage: 2463.826 J
2023-05-29 14:05:14,613 INFO: Epoch 7/10, Loss: 2.069985160460839
2023-05-29 14:05:14,619 INFO: Epoch 7 elapsed time: 36913.5 ms, energy Usage: 2468.32 J
2023-05-29 14:05:51,460 INFO: Epoch 8/10, Loss: 2.0302005382684563
2023-05-29 14:05:51,467 INFO: Epoch 8 elapsed time: 36841.06640625 ms, energy Usage: 2453.863 J
2023-05-29 14:06:28,307 INFO: Epoch 9/10, Loss: 1.9909990790562753
2023-05-29 14:06:28,310 INFO: Epoch 9 elapsed time: 36840.328125 ms, energy Usage: 2460.336 J
2023-05-29 14:07:05,145 INFO: Epoch 10/10, Loss: 1.9523448989941523
2023-05-29 14:07:05,148 INFO: Epoch 10 elapsed time: 36835.6875 ms, energy Usage: 2460.948 J
2023-05-29 14:07:05,150 INFO: Total energy Usage: 24049.313 J
