2023-05-29 12:06:50,028 INFO: 加载预训练的ResNet模型
2023-05-29 12:06:50,483 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:06:51,974 INFO: 定义损失函数和优化器
2023-05-29 12:06:51,975 INFO: 定义数据预处理
2023-05-29 12:06:51,975 INFO: 加载训练集和测试集
2023-05-29 12:06:53,619 INFO: 开始训练
2023-05-29 12:07:31,959 INFO: Epoch 1/10, Loss: 2.352283980296208
2023-05-29 12:07:31,964 INFO: Epoch 1 elapsed time: 38339.80078125 ms, energy Usage: 2499.646 J
2023-05-29 12:08:08,819 INFO: Epoch 2/10, Loss: 2.2882478915728055
2023-05-29 12:08:08,822 INFO: Epoch 2 elapsed time: 36856.046875 ms, energy Usage: 2465.336 J
2023-05-29 12:08:45,565 INFO: Epoch 3/10, Loss: 2.2387631226808598
2023-05-29 12:08:45,568 INFO: Epoch 3 elapsed time: 36742.6875 ms, energy Usage: 2457.569 J
2023-05-29 12:09:22,266 INFO: Epoch 4/10, Loss: 2.194012408378797
2023-05-29 12:09:22,269 INFO: Epoch 4 elapsed time: 36698.75 ms, energy Usage: 2452.066 J
2023-05-29 12:09:58,978 INFO: Epoch 5/10, Loss: 2.1515029784960626
2023-05-29 12:09:58,981 INFO: Epoch 5 elapsed time: 36709.2734375 ms, energy Usage: 2455.831 J
2023-05-29 12:10:35,664 INFO: Epoch 6/10, Loss: 2.110339544980954
2023-05-29 12:10:35,674 INFO: Epoch 6 elapsed time: 36683.95703125 ms, energy Usage: 2452.318 J
2023-05-29 12:11:12,371 INFO: Epoch 7/10, Loss: 2.069985160460839
2023-05-29 12:11:12,375 INFO: Epoch 7 elapsed time: 36697.0390625 ms, energy Usage: 2456.023 J
2023-05-29 12:11:49,046 INFO: Epoch 8/10, Loss: 2.0302005382684563
2023-05-29 12:11:49,049 INFO: Epoch 8 elapsed time: 36671.0703125 ms, energy Usage: 2452.155 J
2023-05-29 12:12:25,739 INFO: Epoch 9/10, Loss: 1.9909990790562753
2023-05-29 12:12:25,742 INFO: Epoch 9 elapsed time: 36690.6015625 ms, energy Usage: 2448.035 J
2023-05-29 12:13:02,409 INFO: Epoch 10/10, Loss: 1.9523448989941523
2023-05-29 12:13:02,412 INFO: Epoch 10 elapsed time: 36667.296875 ms, energy Usage: 2451.454 J
2023-05-29 12:13:02,414 INFO: Total energy Usage: 24590.433 J
