2023-05-29 12:20:22,222 INFO: 加载预训练的ResNet模型
2023-05-29 12:20:22,675 INFO: 将模型转换为GPU上的可训练状态
2023-05-29 12:20:24,176 INFO: 定义损失函数和优化器
2023-05-29 12:20:24,176 INFO: 定义数据预处理
2023-05-29 12:20:24,177 INFO: 加载训练集和测试集
2023-05-29 12:20:25,815 INFO: 开始训练
2023-05-29 12:21:20,688 INFO: Epoch 1/10, Loss: 2.355346332910733
2023-05-29 12:21:20,697 INFO: Epoch 1 elapsed time: 54873.0859375 ms, energy Usage: 3710.296 J
2023-05-29 12:22:13,984 INFO: Epoch 2/10, Loss: 2.290629614010835
2023-05-29 12:22:13,993 INFO: Epoch 2 elapsed time: 53286.69140625 ms, energy Usage: 3669.77 J
2023-05-29 12:23:07,211 INFO: Epoch 3/10, Loss: 2.238820179609152
2023-05-29 12:23:07,217 INFO: Epoch 3 elapsed time: 53218.6796875 ms, energy Usage: 3662.228 J
2023-05-29 12:24:00,431 INFO: Epoch 4/10, Loss: 2.192159964488103
2023-05-29 12:24:00,438 INFO: Epoch 4 elapsed time: 53214.3828125 ms, energy Usage: 3663.652 J
2023-05-29 12:24:52,372 INFO: Epoch 5/10, Loss: 2.148732067682804
2023-05-29 12:24:52,375 INFO: Epoch 5 elapsed time: 51934.4921875 ms, energy Usage: 3514.848 J
2023-05-29 12:25:43,883 INFO: Epoch 6/10, Loss: 2.107588031200262
2023-05-29 12:25:43,886 INFO: Epoch 6 elapsed time: 51508.453125 ms, energy Usage: 3428.186 J
2023-05-29 12:26:35,331 INFO: Epoch 7/10, Loss: 2.068140583542677
2023-05-29 12:26:35,335 INFO: Epoch 7 elapsed time: 51445.359375 ms, energy Usage: 3427.915 J
2023-05-29 12:27:26,951 INFO: Epoch 8/10, Loss: 2.0300079735425802
2023-05-29 12:27:26,957 INFO: Epoch 8 elapsed time: 51616.7578125 ms, energy Usage: 3451.317 J
2023-05-29 12:28:18,899 INFO: Epoch 9/10, Loss: 1.9929564197858174
2023-05-29 12:28:18,904 INFO: Epoch 9 elapsed time: 51942.72265625 ms, energy Usage: 3522.814 J
2023-05-29 12:29:11,505 INFO: Epoch 10/10, Loss: 1.956815934028381
2023-05-29 12:29:11,507 INFO: Epoch 10 elapsed time: 52600.80078125 ms, energy Usage: 3601.13 J
2023-05-29 12:29:11,510 INFO: Total energy Usage: 35659.267 J
